@WF,WB,WI,WE [MJ]  vs t@
X,WF,WB,WI,WE
 0.8522000E+02, 0.2601936E+03, 0.2409295E+03, 0.2234904E+03, 0.1221425E+03,
 0.8524000E+02, 0.2601936E+03, 0.2409295E+03, 0.2234904E+03, 0.1221425E+03,
 0.8526000E+02, 0.2601936E+03, 0.2409295E+03, 0.2234904E+03, 0.1221425E+03,
 0.8528000E+02, 0.2601936E+03, 0.2409295E+03, 0.2234904E+03, 0.1221425E+03,
 0.8530000E+02, 0.2601936E+03, 0.2409295E+03, 0.2234904E+03, 0.1221425E+03,
 0.8532000E+02, 0.2601936E+03, 0.2409295E+03, 0.2234904E+03, 0.1221425E+03,
 0.8534000E+02, 0.2601936E+03, 0.2409295E+03, 0.2234904E+03, 0.1221425E+03,
 0.8536000E+02, 0.2601936E+03, 0.2409295E+03, 0.2234904E+03, 0.1221425E+03,
 0.8538000E+02, 0.2601936E+03, 0.2409295E+03, 0.2234904E+03, 0.1221425E+03,
 0.8540000E+02, 0.2601936E+03, 0.2409295E+03, 0.2234904E+03, 0.1221425E+03,
 0.8542000E+02, 0.2601936E+03, 0.2409295E+03, 0.2234904E+03, 0.1221425E+03,
 0.8544000E+02, 0.2601936E+03, 0.2409295E+03, 0.2234904E+03, 0.1221425E+03,
 0.8546000E+02, 0.2601936E+03, 0.2409295E+03, 0.2234904E+03, 0.1221425E+03,
 0.8548000E+02, 0.2601936E+03, 0.2409295E+03, 0.2234904E+03, 0.1221425E+03,
 0.8550000E+02, 0.2601936E+03, 0.2409295E+03, 0.2234904E+03, 0.1221425E+03,
 0.8552000E+02, 0.2601936E+03, 0.2409295E+03, 0.2234904E+03, 0.1221425E+03,
 0.8554000E+02, 0.2601936E+03, 0.2409295E+03, 0.2234904E+03, 0.1221425E+03,
 0.8556000E+02, 0.2601936E+03, 0.2409295E+03, 0.2234904E+03, 0.1221425E+03,
 0.8558000E+02, 0.2601936E+03, 0.2409295E+03, 0.2234904E+03, 0.1221425E+03,
 0.8560000E+02, 0.2601936E+03, 0.2409295E+03, 0.2234904E+03, 0.1221425E+03,
 0.8562000E+02, 0.2601936E+03, 0.2409295E+03, 0.2234904E+03, 0.1221425E+03,
 0.8564000E+02, 0.2601936E+03, 0.2409295E+03, 0.2234904E+03, 0.1221425E+03,
 0.8566000E+02, 0.2601936E+03, 0.2409295E+03, 0.2234904E+03, 0.1221425E+03,
 0.8568000E+02, 0.2601936E+03, 0.2409295E+03, 0.2234904E+03, 0.1221425E+03,
 0.8570000E+02, 0.2601936E+03, 0.2409295E+03, 0.2234904E+03, 0.1221425E+03,
 0.8572000E+02, 0.2601936E+03, 0.2409295E+03, 0.2234904E+03, 0.1221425E+03,
 0.8574000E+02, 0.2601936E+03, 0.2409295E+03, 0.2234904E+03, 0.1221425E+03,
 0.8576000E+02, 0.2601936E+03, 0.2409295E+03, 0.2234904E+03, 0.1221425E+03,
 0.8578000E+02, 0.2601936E+03, 0.2409295E+03, 0.2234904E+03, 0.1221425E+03,
 0.8580000E+02, 0.2601936E+03, 0.2409295E+03, 0.2234904E+03, 0.1221425E+03,
 0.8582000E+02, 0.2601936E+03, 0.2409295E+03, 0.2234904E+03, 0.1221425E+03,
 0.8584000E+02, 0.2601936E+03, 0.2409295E+03, 0.2234904E+03, 0.1221425E+03,
 0.8586000E+02, 0.2601936E+03, 0.2409295E+03, 0.2234904E+03, 0.1221425E+03,
 0.8588000E+02, 0.2601936E+03, 0.2409295E+03, 0.2234904E+03, 0.1221425E+03,
 0.8590000E+02, 0.2601936E+03, 0.2409295E+03, 0.2234904E+03, 0.1221425E+03,
 0.8592000E+02, 0.2601936E+03, 0.2409295E+03, 0.2234904E+03, 0.1221425E+03,
 0.8594000E+02, 0.2601936E+03, 0.2409295E+03, 0.2234904E+03, 0.1221425E+03,
 0.8596000E+02, 0.2601936E+03, 0.2409295E+03, 0.2234904E+03, 0.1221425E+03,
 0.8598000E+02, 0.2601936E+03, 0.2409295E+03, 0.2234904E+03, 0.1221425E+03,
 0.8600000E+02, 0.2601936E+03, 0.2409295E+03, 0.2234904E+03, 0.1221425E+03,
 0.8602000E+02, 0.2601936E+03, 0.2409295E+03, 0.2234904E+03, 0.1221425E+03,
 0.8604000E+02, 0.2601936E+03, 0.2409295E+03, 0.2234904E+03, 0.1221425E+03,
 0.8606000E+02, 0.2601936E+03, 0.2409295E+03, 0.2234904E+03, 0.1221425E+03,
 0.8608000E+02, 0.2601936E+03, 0.2409295E+03, 0.2234904E+03, 0.1221425E+03,
 0.8610000E+02, 0.2601936E+03, 0.2409295E+03, 0.2234904E+03, 0.1221425E+03,
 0.8612000E+02, 0.2601936E+03, 0.2409295E+03, 0.2234904E+03, 0.1221425E+03,
 0.8614000E+02, 0.2601936E+03, 0.2409295E+03, 0.2234904E+03, 0.1221425E+03,
 0.8616000E+02, 0.2601936E+03, 0.2409295E+03, 0.2234904E+03, 0.1221425E+03,
 0.8618000E+02, 0.2601936E+03, 0.2409295E+03, 0.2234904E+03, 0.1221425E+03,
 0.8620000E+02, 0.2601936E+03, 0.2409295E+03, 0.2234904E+03, 0.1221425E+03,
 0.8622000E+02, 0.2601936E+03, 0.2409295E+03, 0.2234904E+03, 0.1221425E+03,
 0.8624000E+02, 0.2601936E+03, 0.2409295E+03, 0.2234904E+03, 0.1221425E+03,
 0.8626000E+02, 0.2601936E+03, 0.2409295E+03, 0.2234904E+03, 0.1221425E+03,
 0.8628000E+02, 0.2601936E+03, 0.2409295E+03, 0.2234904E+03, 0.1221425E+03,
 0.8630000E+02, 0.2601936E+03, 0.2409295E+03, 0.2234904E+03, 0.1221425E+03,
 0.8632000E+02, 0.2601936E+03, 0.2409295E+03, 0.2234904E+03, 0.1221425E+03,
 0.8634000E+02, 0.2601936E+03, 0.2409295E+03, 0.2234904E+03, 0.1221425E+03,
 0.8636000E+02, 0.2601936E+03, 0.2409295E+03, 0.2234904E+03, 0.1221425E+03,
 0.8638000E+02, 0.2601936E+03, 0.2409295E+03, 0.2234904E+03, 0.1221425E+03,
 0.8640000E+02, 0.2601936E+03, 0.2409295E+03, 0.2234904E+03, 0.1221425E+03,
 0.8642000E+02, 0.2601936E+03, 0.2409295E+03, 0.2234904E+03, 0.1221425E+03,
 0.8644000E+02, 0.2601936E+03, 0.2409295E+03, 0.2234904E+03, 0.1221425E+03,
 0.8646000E+02, 0.2601936E+03, 0.2409295E+03, 0.2234904E+03, 0.1221425E+03,
 0.8648000E+02, 0.2601936E+03, 0.2409295E+03, 0.2234904E+03, 0.1221425E+03,
 0.8650000E+02, 0.2601936E+03, 0.2409295E+03, 0.2234904E+03, 0.1221425E+03,
 0.8652000E+02, 0.2601936E+03, 0.2409295E+03, 0.2234904E+03, 0.1221425E+03,
 0.8654000E+02, 0.2601936E+03, 0.2409295E+03, 0.2234904E+03, 0.1221425E+03,
 0.8656000E+02, 0.2601936E+03, 0.2409295E+03, 0.2234904E+03, 0.1221425E+03,
 0.8658000E+02, 0.2601936E+03, 0.2409295E+03, 0.2234904E+03, 0.1221425E+03,
 0.8660000E+02, 0.2601936E+03, 0.2409295E+03, 0.2234904E+03, 0.1221425E+03,
 0.8662000E+02, 0.2601936E+03, 0.2409295E+03, 0.2234904E+03, 0.1221425E+03,
 0.8664000E+02, 0.2601936E+03, 0.2409295E+03, 0.2234904E+03, 0.1221425E+03,
 0.8666000E+02, 0.2601936E+03, 0.2409295E+03, 0.2234904E+03, 0.1221425E+03,
 0.8668000E+02, 0.2601936E+03, 0.2409295E+03, 0.2234904E+03, 0.1221425E+03,
 0.8670000E+02, 0.2601936E+03, 0.2409295E+03, 0.2234904E+03, 0.1221425E+03,
 0.8672000E+02, 0.2601936E+03, 0.2409295E+03, 0.2234904E+03, 0.1221425E+03,
 0.8674000E+02, 0.2601936E+03, 0.2409295E+03, 0.2234904E+03, 0.1221425E+03,
 0.8676000E+02, 0.2601936E+03, 0.2409295E+03, 0.2234904E+03, 0.1221425E+03,
 0.8678000E+02, 0.2601936E+03, 0.2409295E+03, 0.2234904E+03, 0.1221425E+03,
 0.8680000E+02, 0.2601936E+03, 0.2409295E+03, 0.2234904E+03, 0.1221425E+03,
 0.8682000E+02, 0.2601936E+03, 0.2409295E+03, 0.2234904E+03, 0.1221425E+03,
 0.8684000E+02, 0.2601936E+03, 0.2409295E+03, 0.2234904E+03, 0.1221425E+03,
 0.8686000E+02, 0.2601936E+03, 0.2409295E+03, 0.2234904E+03, 0.1221425E+03,
 0.8688000E+02, 0.2601936E+03, 0.2409295E+03, 0.2234904E+03, 0.1221425E+03,
 0.8690000E+02, 0.2601936E+03, 0.2409295E+03, 0.2234904E+03, 0.1221425E+03,
 0.8692000E+02, 0.2601936E+03, 0.2409295E+03, 0.2234904E+03, 0.1221425E+03,
 0.8694000E+02, 0.2601936E+03, 0.2409295E+03, 0.2234904E+03, 0.1221425E+03,
 0.8696000E+02, 0.2601936E+03, 0.2409295E+03, 0.2234904E+03, 0.1221425E+03,
 0.8698000E+02, 0.2601936E+03, 0.2409295E+03, 0.2234904E+03, 0.1221425E+03,
 0.8700000E+02, 0.2601936E+03, 0.2409295E+03, 0.2234904E+03, 0.1221425E+03,
 0.8702000E+02, 0.2601936E+03, 0.2409295E+03, 0.2234904E+03, 0.1221425E+03,
 0.8704000E+02, 0.2601936E+03, 0.2409295E+03, 0.2234904E+03, 0.1221425E+03,
 0.8706000E+02, 0.2601936E+03, 0.2409295E+03, 0.2234904E+03, 0.1221425E+03,
 0.8708000E+02, 0.2601936E+03, 0.2409295E+03, 0.2234904E+03, 0.1221425E+03,
 0.8710000E+02, 0.2601936E+03, 0.2409295E+03, 0.2234904E+03, 0.1221425E+03,
 0.8712000E+02, 0.2601936E+03, 0.2409295E+03, 0.2234904E+03, 0.1221425E+03,
 0.8714000E+02, 0.2601936E+03, 0.2409295E+03, 0.2234904E+03, 0.1221425E+03,
 0.8716000E+02, 0.2601936E+03, 0.2409295E+03, 0.2234904E+03, 0.1221425E+03,
 0.8718000E+02, 0.2601936E+03, 0.2409295E+03, 0.2234904E+03, 0.1221425E+03,
 0.8720000E+02, 0.2601936E+03, 0.2409295E+03, 0.2234904E+03, 0.1221425E+03,
 0.8722000E+02, 0.2601936E+03, 0.2409295E+03, 0.2234904E+03, 0.1221425E+03,
 0.8724000E+02, 0.2601936E+03, 0.2409295E+03, 0.2234904E+03, 0.1221425E+03,
 0.8726000E+02, 0.2601936E+03, 0.2409295E+03, 0.2234904E+03, 0.1221425E+03,
 0.8728000E+02, 0.2601936E+03, 0.2409295E+03, 0.2234904E+03, 0.1221425E+03,
 0.8730000E+02, 0.2601936E+03, 0.2409295E+03, 0.2234904E+03, 0.1221425E+03,
 0.8732000E+02, 0.2601936E+03, 0.2409295E+03, 0.2234904E+03, 0.1221425E+03,
 0.8734000E+02, 0.2601936E+03, 0.2409295E+03, 0.2234904E+03, 0.1221425E+03,
 0.8736000E+02, 0.2601936E+03, 0.2409295E+03, 0.2234904E+03, 0.1221425E+03,
 0.8738000E+02, 0.2601936E+03, 0.2409295E+03, 0.2234904E+03, 0.1221425E+03,
 0.8740000E+02, 0.2601936E+03, 0.2409295E+03, 0.2234904E+03, 0.1221425E+03,
 0.8742000E+02, 0.2601936E+03, 0.2409295E+03, 0.2234904E+03, 0.1221425E+03,
 0.8744000E+02, 0.2601936E+03, 0.2409295E+03, 0.2234904E+03, 0.1221425E+03,
 0.8746000E+02, 0.2601936E+03, 0.2409295E+03, 0.2234904E+03, 0.1221425E+03,
 0.8748000E+02, 0.2601936E+03, 0.2409295E+03, 0.2234904E+03, 0.1221425E+03,
 0.8750000E+02, 0.2601936E+03, 0.2409295E+03, 0.2234904E+03, 0.1221425E+03,
 0.8752000E+02, 0.2601936E+03, 0.2409295E+03, 0.2234904E+03, 0.1221425E+03,
 0.8754000E+02, 0.2601936E+03, 0.2409295E+03, 0.2234904E+03, 0.1221425E+03,
 0.8756000E+02, 0.2601936E+03, 0.2409295E+03, 0.2234904E+03, 0.1221425E+03,
 0.8758000E+02, 0.2601936E+03, 0.2409295E+03, 0.2234904E+03, 0.1221425E+03,
 0.8760000E+02, 0.2601936E+03, 0.2409295E+03, 0.2234904E+03, 0.1221425E+03,
 0.8762000E+02, 0.2601936E+03, 0.2409295E+03, 0.2234904E+03, 0.1221425E+03,
 0.8764000E+02, 0.2601936E+03, 0.2409295E+03, 0.2234904E+03, 0.1221425E+03,
 0.8766000E+02, 0.2601936E+03, 0.2409295E+03, 0.2234904E+03, 0.1221425E+03,
 0.8768000E+02, 0.2601936E+03, 0.2409295E+03, 0.2234904E+03, 0.1221425E+03,
 0.8770000E+02, 0.2601936E+03, 0.2409295E+03, 0.2234904E+03, 0.1221425E+03,
 0.8772000E+02, 0.2601936E+03, 0.2409295E+03, 0.2234904E+03, 0.1221425E+03,
 0.8774000E+02, 0.2601936E+03, 0.2409295E+03, 0.2234904E+03, 0.1221425E+03,
 0.8776000E+02, 0.2601936E+03, 0.2409295E+03, 0.2234904E+03, 0.1221425E+03,
 0.8778000E+02, 0.2601936E+03, 0.2409295E+03, 0.2234904E+03, 0.1221425E+03,
 0.8780000E+02, 0.2601936E+03, 0.2409295E+03, 0.2234904E+03, 0.1221425E+03,
 0.8782000E+02, 0.2601936E+03, 0.2409295E+03, 0.2234904E+03, 0.1221425E+03,
 0.8784000E+02, 0.2601936E+03, 0.2409295E+03, 0.2234904E+03, 0.1221425E+03,
 0.8786000E+02, 0.2601936E+03, 0.2409295E+03, 0.2234904E+03, 0.1221425E+03,
 0.8788000E+02, 0.2601936E+03, 0.2409295E+03, 0.2234904E+03, 0.1221425E+03,
 0.8790000E+02, 0.2601936E+03, 0.2409295E+03, 0.2234904E+03, 0.1221425E+03,
 0.8792000E+02, 0.2601936E+03, 0.2409295E+03, 0.2234904E+03, 0.1221425E+03,
 0.8794000E+02, 0.2601936E+03, 0.2409295E+03, 0.2234904E+03, 0.1221425E+03,
 0.8796000E+02, 0.2601936E+03, 0.2409295E+03, 0.2234904E+03, 0.1221425E+03,
 0.8798000E+02, 0.2601936E+03, 0.2409295E+03, 0.2234904E+03, 0.1221425E+03,
 0.8800000E+02, 0.2601936E+03, 0.2409295E+03, 0.2234904E+03, 0.1221425E+03,
 0.8802000E+02, 0.2601936E+03, 0.2409295E+03, 0.2234904E+03, 0.1221425E+03,
 0.8804000E+02, 0.2601936E+03, 0.2409295E+03, 0.2234904E+03, 0.1221425E+03,
 0.8806000E+02, 0.2601936E+03, 0.2409295E+03, 0.2234904E+03, 0.1221425E+03,
 0.8808000E+02, 0.2601936E+03, 0.2409295E+03, 0.2234904E+03, 0.1221425E+03,
 0.8810000E+02, 0.2601936E+03, 0.2409295E+03, 0.2234904E+03, 0.1221425E+03,
 0.8812000E+02, 0.2601936E+03, 0.2409295E+03, 0.2234904E+03, 0.1221425E+03,
 0.8814000E+02, 0.2601936E+03, 0.2409295E+03, 0.2234904E+03, 0.1221425E+03,
 0.8816000E+02, 0.2601936E+03, 0.2409295E+03, 0.2234904E+03, 0.1221425E+03,
 0.8818000E+02, 0.2601936E+03, 0.2409295E+03, 0.2234904E+03, 0.1221425E+03,
 0.8820000E+02, 0.2601936E+03, 0.2409295E+03, 0.2234904E+03, 0.1221425E+03,
 0.8822000E+02, 0.2601936E+03, 0.2409295E+03, 0.2234904E+03, 0.1221425E+03,
 0.8824000E+02, 0.2601936E+03, 0.2409295E+03, 0.2234904E+03, 0.1221425E+03,
 0.8826000E+02, 0.2601936E+03, 0.2409295E+03, 0.2234904E+03, 0.1221425E+03,
 0.8828000E+02, 0.2601936E+03, 0.2409295E+03, 0.2234904E+03, 0.1221425E+03,
 0.8830000E+02, 0.2601936E+03, 0.2409295E+03, 0.2234904E+03, 0.1221425E+03,
 0.8832000E+02, 0.2601936E+03, 0.2409295E+03, 0.2234904E+03, 0.1221425E+03,
 0.8834000E+02, 0.2601936E+03, 0.2409295E+03, 0.2234904E+03, 0.1221425E+03,
 0.8836000E+02, 0.2601936E+03, 0.2409295E+03, 0.2234904E+03, 0.1221425E+03,
 0.8838000E+02, 0.2601936E+03, 0.2409295E+03, 0.2234904E+03, 0.1221425E+03,
 0.8840000E+02, 0.2601936E+03, 0.2409295E+03, 0.2234904E+03, 0.1221425E+03,
 0.8842000E+02, 0.2601936E+03, 0.2409295E+03, 0.2234904E+03, 0.1221425E+03,
 0.8844000E+02, 0.2601936E+03, 0.2409295E+03, 0.2234904E+03, 0.1221425E+03,
 0.8846000E+02, 0.2601936E+03, 0.2409295E+03, 0.2234904E+03, 0.1221425E+03,
 0.8848000E+02, 0.2601936E+03, 0.2409295E+03, 0.2234904E+03, 0.1221425E+03,
 0.8850000E+02, 0.2601936E+03, 0.2409295E+03, 0.2234904E+03, 0.1221425E+03,
 0.8852000E+02, 0.2601936E+03, 0.2409295E+03, 0.2234904E+03, 0.1221425E+03,
 0.8854000E+02, 0.2601936E+03, 0.2409295E+03, 0.2234904E+03, 0.1221425E+03,
 0.8856000E+02, 0.2601936E+03, 0.2409295E+03, 0.2234904E+03, 0.1221425E+03,
 0.8858000E+02, 0.2601936E+03, 0.2409295E+03, 0.2234904E+03, 0.1221425E+03,
 0.8860000E+02, 0.2601936E+03, 0.2409295E+03, 0.2234904E+03, 0.1221425E+03,
 0.8862000E+02, 0.2601936E+03, 0.2409295E+03, 0.2234904E+03, 0.1221425E+03,
 0.8864000E+02, 0.2601936E+03, 0.2409295E+03, 0.2234904E+03, 0.1221425E+03,
 0.8866000E+02, 0.2601936E+03, 0.2409295E+03, 0.2234904E+03, 0.1221425E+03,
 0.8868000E+02, 0.2601936E+03, 0.2409295E+03, 0.2234904E+03, 0.1221425E+03,
 0.8870000E+02, 0.2601936E+03, 0.2409295E+03, 0.2234904E+03, 0.1221425E+03,
 0.8872000E+02, 0.2601936E+03, 0.2409295E+03, 0.2234904E+03, 0.1221425E+03,
 0.8874000E+02, 0.2601936E+03, 0.2409295E+03, 0.2234904E+03, 0.1221425E+03,
 0.8876000E+02, 0.2601936E+03, 0.2409295E+03, 0.2234904E+03, 0.1221425E+03,
 0.8878000E+02, 0.2601936E+03, 0.2409295E+03, 0.2234904E+03, 0.1221425E+03,
 0.8880000E+02, 0.2601936E+03, 0.2409295E+03, 0.2234904E+03, 0.1221425E+03,
 0.8882000E+02, 0.2601936E+03, 0.2409295E+03, 0.2234904E+03, 0.1221425E+03,
 0.8884000E+02, 0.2601936E+03, 0.2409295E+03, 0.2234904E+03, 0.1221425E+03,
 0.8886000E+02, 0.2601936E+03, 0.2409295E+03, 0.2234904E+03, 0.1221425E+03,
 0.8888000E+02, 0.2601936E+03, 0.2409295E+03, 0.2234904E+03, 0.1221425E+03,
 0.8890000E+02, 0.2601936E+03, 0.2409295E+03, 0.2234904E+03, 0.1221425E+03,
 0.8892000E+02, 0.2601936E+03, 0.2409295E+03, 0.2234904E+03, 0.1221425E+03,
 0.8894000E+02, 0.2601936E+03, 0.2409295E+03, 0.2234904E+03, 0.1221425E+03,
 0.8896000E+02, 0.2601936E+03, 0.2409295E+03, 0.2234904E+03, 0.1221425E+03,
 0.8898000E+02, 0.2601936E+03, 0.2409295E+03, 0.2234904E+03, 0.1221425E+03,
 0.8900000E+02, 0.2601936E+03, 0.2409295E+03, 0.2234904E+03, 0.1221425E+03,
 0.8902000E+02, 0.2601936E+03, 0.2409295E+03, 0.2234904E+03, 0.1221425E+03,
 0.8904000E+02, 0.2601936E+03, 0.2409295E+03, 0.2234904E+03, 0.1221425E+03,
 0.8906000E+02, 0.2601936E+03, 0.2409295E+03, 0.2234904E+03, 0.1221425E+03,
 0.8908000E+02, 0.2601936E+03, 0.2409295E+03, 0.2234904E+03, 0.1221425E+03,
 0.8910000E+02, 0.2601936E+03, 0.2409295E+03, 0.2234904E+03, 0.1221425E+03,
 0.8912000E+02, 0.2601936E+03, 0.2409295E+03, 0.2234904E+03, 0.1221425E+03,
 0.8914000E+02, 0.2601936E+03, 0.2409295E+03, 0.2234904E+03, 0.1221425E+03,
 0.8916000E+02, 0.2601936E+03, 0.2409295E+03, 0.2234904E+03, 0.1221425E+03,
 0.8918000E+02, 0.2601936E+03, 0.2409295E+03, 0.2234904E+03, 0.1221425E+03,
 0.8920000E+02, 0.2601936E+03, 0.2409295E+03, 0.2234904E+03, 0.1221425E+03,
 0.8922000E+02, 0.2601936E+03, 0.2409295E+03, 0.2234904E+03, 0.1221425E+03,
 0.8924000E+02, 0.2601936E+03, 0.2409295E+03, 0.2234904E+03, 0.1221425E+03,
 0.8926000E+02, 0.2601936E+03, 0.2409295E+03, 0.2234904E+03, 0.1221425E+03,
 0.8928000E+02, 0.2601936E+03, 0.2409295E+03, 0.2234904E+03, 0.1221425E+03,
 0.8930000E+02, 0.2601936E+03, 0.2409295E+03, 0.2234904E+03, 0.1221425E+03,
 0.8932000E+02, 0.2601936E+03, 0.2409295E+03, 0.2234904E+03, 0.1221425E+03,
 0.8934000E+02, 0.2601936E+03, 0.2409295E+03, 0.2234904E+03, 0.1221425E+03,
 0.8936000E+02, 0.2601936E+03, 0.2409295E+03, 0.2234904E+03, 0.1221425E+03,
 0.8938000E+02, 0.2601936E+03, 0.2409295E+03, 0.2234904E+03, 0.1221425E+03,
 0.8940000E+02, 0.2601936E+03, 0.2409295E+03, 0.2234904E+03, 0.1221425E+03,
 0.8942000E+02, 0.2601936E+03, 0.2409295E+03, 0.2234904E+03, 0.1221425E+03,
 0.8944000E+02, 0.2601936E+03, 0.2409295E+03, 0.2234904E+03, 0.1221425E+03,
 0.8946000E+02, 0.2601936E+03, 0.2409295E+03, 0.2234904E+03, 0.1221425E+03,
 0.8948000E+02, 0.2601936E+03, 0.2409295E+03, 0.2234904E+03, 0.1221425E+03,
 0.8950000E+02, 0.2601936E+03, 0.2409295E+03, 0.2234904E+03, 0.1221425E+03,
 0.8952000E+02, 0.2601936E+03, 0.2409295E+03, 0.2234904E+03, 0.1221425E+03,
 0.8954000E+02, 0.2601936E+03, 0.2409295E+03, 0.2234904E+03, 0.1221425E+03,
 0.8956000E+02, 0.2601936E+03, 0.2409295E+03, 0.2234904E+03, 0.1221425E+03,
 0.8958000E+02, 0.2601936E+03, 0.2409295E+03, 0.2234904E+03, 0.1221425E+03,
 0.8960000E+02, 0.2601936E+03, 0.2409295E+03, 0.2234904E+03, 0.1221425E+03,
 0.8962000E+02, 0.2601936E+03, 0.2409295E+03, 0.2234904E+03, 0.1221425E+03,
 0.8964000E+02, 0.2601936E+03, 0.2409295E+03, 0.2234904E+03, 0.1221425E+03,
 0.8966000E+02, 0.2601936E+03, 0.2409295E+03, 0.2234904E+03, 0.1221425E+03,
 0.8968000E+02, 0.2601936E+03, 0.2409295E+03, 0.2234904E+03, 0.1221425E+03,
 0.8970000E+02, 0.2601936E+03, 0.2409295E+03, 0.2234904E+03, 0.1221425E+03,
 0.8972000E+02, 0.2601936E+03, 0.2409295E+03, 0.2234904E+03, 0.1221425E+03,
 0.8974000E+02, 0.2601936E+03, 0.2409295E+03, 0.2234904E+03, 0.1221425E+03,
 0.8976000E+02, 0.2601936E+03, 0.2409295E+03, 0.2234904E+03, 0.1221425E+03,
 0.8978000E+02, 0.2601936E+03, 0.2409295E+03, 0.2234904E+03, 0.1221425E+03,
 0.8980000E+02, 0.2601936E+03, 0.2409295E+03, 0.2234904E+03, 0.1221425E+03,
 0.8982000E+02, 0.2601936E+03, 0.2409295E+03, 0.2234904E+03, 0.1221425E+03,
 0.8984000E+02, 0.2601936E+03, 0.2409295E+03, 0.2234904E+03, 0.1221425E+03,
 0.8986000E+02, 0.2601936E+03, 0.2409295E+03, 0.2234904E+03, 0.1221425E+03,
 0.8988000E+02, 0.2601936E+03, 0.2409295E+03, 0.2234904E+03, 0.1221425E+03,
 0.8990000E+02, 0.2601936E+03, 0.2409295E+03, 0.2234904E+03, 0.1221425E+03,
 0.8992000E+02, 0.2601936E+03, 0.2409295E+03, 0.2234904E+03, 0.1221425E+03,
 0.8994000E+02, 0.2601936E+03, 0.2409295E+03, 0.2234904E+03, 0.1221425E+03,
 0.8996000E+02, 0.2601936E+03, 0.2409295E+03, 0.2234904E+03, 0.1221425E+03,
 0.8998000E+02, 0.2601936E+03, 0.2409295E+03, 0.2234904E+03, 0.1221425E+03,
 0.9000000E+02, 0.2601936E+03, 0.2409295E+03, 0.2234904E+03, 0.1221425E+03,
 0.9002000E+02, 0.2601936E+03, 0.2409295E+03, 0.2234904E+03, 0.1221425E+03,
 0.9004000E+02, 0.2601936E+03, 0.2409295E+03, 0.2234904E+03, 0.1221425E+03,
 0.9006000E+02, 0.2601936E+03, 0.2409295E+03, 0.2234904E+03, 0.1221425E+03,
 0.9008000E+02, 0.2601936E+03, 0.2409295E+03, 0.2234904E+03, 0.1221425E+03,
 0.9010000E+02, 0.2601936E+03, 0.2409295E+03, 0.2234904E+03, 0.1221425E+03,
 0.9012000E+02, 0.2601936E+03, 0.2409295E+03, 0.2234904E+03, 0.1221425E+03,
 0.9014000E+02, 0.2601936E+03, 0.2409295E+03, 0.2234904E+03, 0.1221425E+03,
 0.9016000E+02, 0.2601936E+03, 0.2409295E+03, 0.2234904E+03, 0.1221425E+03,
 0.9018000E+02, 0.2601936E+03, 0.2409295E+03, 0.2234904E+03, 0.1221425E+03,
 0.9020000E+02, 0.2601936E+03, 0.2409295E+03, 0.2234904E+03, 0.1221425E+03,
 0.9022000E+02, 0.2601936E+03, 0.2409295E+03, 0.2234904E+03, 0.1221425E+03,
 0.9024000E+02, 0.2601936E+03, 0.2409295E+03, 0.2234904E+03, 0.1221425E+03,
 0.9026000E+02, 0.2601936E+03, 0.2409295E+03, 0.2234904E+03, 0.1221425E+03,
 0.9028000E+02, 0.2601936E+03, 0.2409295E+03, 0.2234904E+03, 0.1221425E+03,
 0.9030000E+02, 0.2601936E+03, 0.2409295E+03, 0.2234904E+03, 0.1221425E+03,
 0.9032000E+02, 0.2601936E+03, 0.2409295E+03, 0.2234904E+03, 0.1221425E+03,
 0.9034000E+02, 0.2601936E+03, 0.2409295E+03, 0.2234904E+03, 0.1221425E+03,
 0.9036000E+02, 0.2601936E+03, 0.2409295E+03, 0.2234904E+03, 0.1221425E+03,
 0.9038000E+02, 0.2601936E+03, 0.2409295E+03, 0.2234904E+03, 0.1221425E+03,
 0.9040000E+02, 0.2601936E+03, 0.2409295E+03, 0.2234904E+03, 0.1221425E+03,
 0.9042000E+02, 0.2601936E+03, 0.2409295E+03, 0.2234904E+03, 0.1221425E+03,
 0.9044000E+02, 0.2601936E+03, 0.2409295E+03, 0.2234904E+03, 0.1221425E+03,
 0.9046000E+02, 0.2601936E+03, 0.2409295E+03, 0.2234904E+03, 0.1221425E+03,
 0.9048000E+02, 0.2601936E+03, 0.2409295E+03, 0.2234904E+03, 0.1221425E+03,
 0.9050000E+02, 0.2601936E+03, 0.2409295E+03, 0.2234904E+03, 0.1221425E+03,
 0.9052000E+02, 0.2601936E+03, 0.2409295E+03, 0.2234904E+03, 0.1221425E+03,
 0.9054000E+02, 0.2601936E+03, 0.2409295E+03, 0.2234904E+03, 0.1221425E+03,
 0.9056000E+02, 0.2601936E+03, 0.2409295E+03, 0.2234904E+03, 0.1221425E+03,
 0.9058000E+02, 0.2601936E+03, 0.2409295E+03, 0.2234904E+03, 0.1221425E+03,
 0.9060000E+02, 0.2601936E+03, 0.2409295E+03, 0.2234904E+03, 0.1221425E+03,
 0.9062000E+02, 0.2601936E+03, 0.2409295E+03, 0.2234904E+03, 0.1221425E+03,
 0.9064000E+02, 0.2601936E+03, 0.2409295E+03, 0.2234904E+03, 0.1221425E+03,
 0.9066000E+02, 0.2601936E+03, 0.2409295E+03, 0.2234904E+03, 0.1221425E+03,
